event_id,user_id,timestamp,event_name,event_value
E0000058,U00005,2026-01-26 17:12:09,quest_complete,1.0
E0000059,U00005,2026-01-28 05:10:22,marketplace_visit,1.0
E0000060,U00005,2026-01-27 22:39:34,wallet_connect,1.0
E0000061,U00005,2026-01-31 19:12:04,share_invite,1.0
E0000062,U00005,2026-02-19 19:22:01,item_purchase,10.87
E0000063,U00005,2026-02-21 16:09:34,item_purchase,4.63
E0000064,U00005,2026-01-29 08:37:38,item_purchase,8.44
E0000065,U00005,2026-02-24 06:44:04,item_purchase,18.79
E0000066,U00006,2026-02-21 00:00:00,signup,1.0
E0000067,U00006,2026-02-21 00:03:04,tutorial_start,1.0
E0000068,U00006,2026-02-21 00:08:02,tutorial_complete,1.0
E0000069,U00006,2026-02-22 11:43:39,level_complete,1.0
E0000070,U00006,2026-02-24 22:55:57,level_complete,2.0
E0000071,U00006,2026-02-25 15:18:01,level_complete,3.0
E0000072,U00006,2026-02-23 21:48:21,level_complete,4.0
E0000073,U00006,2026-02-25 00:56:03,quest_complete,1.0
E0000074,U00006,2026-02-21 23:01:13,guild_join,1.0
E0000075,U00006,2026-02-24 03:26:15,item_view,1.0
E0000076,U00006,2026-02-21 11:44:10,item_view,1.0
E0000077,U00006,2026-02-23 09:10:48,item_view,1.0
E0000078,U00006,2026-02-23 01:15:22,item_view,1.0
E0000079,U00006,2026-02-23 18:13:57,marketplace_visit,1.0
E0000080,U00006,2026-02-21 09:36:36,share_invite,1.0
E0000081,U00006,2026-03-04 17:32:50,item_purchase,11.22
E0000082,U00006,2026-03-06 11:51:10,item_purchase,5.51
E0000083,U00007,2026-01-06 00:00:00,signup,1.0
E0000084,U00007,2026-01-06 00:06:52,tutorial_start,1.0
E0000085,U00007,2026-01-06 00:11:46,tutorial_complete,1.0
E0000086,U00007,2026-01-09 16:00:08,level_complete,1.0
E0000087,U00007,2026-01-10 14:10:16,level_complete,2.0
E0000088,U00007,2026-01-09 15:05:21,level_complete,3.0
E0000089,U00007,2026-01-08 17:48:25,level_complete,4.0
E0000090,U00007,2026-01-07 07:55:23,level_complete,5.0
E0000091,U00007,2026-01-08 14:16:02,level_complete,6.0
E0000092,U00007,2026-01-06 04:30:30,quest_complete,1.0
E0000093,U00007,2026-01-07 15:04:07,guild_join,1.0
E0000094,U00007,2026-01-06 18:46:06,marketplace_visit,1.0
E0000095,U00007,2026-01-06 14:40:26,marketplace_visit,1.0
E0000096,U00007,2026-01-08 01:28:22,marketplace_visit,1.0
E0000097,U00007,2026-01-06 18:09:04,share_invite,1.0
E0000098,U00007,2026-01-07 01:24:37,item_purchase,9.17
E0000099,U00007,2026-01-09 09:20:17,item_purchase,6.12
E0000100,U00007,2026-01-11 06:31:43,item_purchase,5.98
E0000101,U00008,2026-02-11 00:00:00,signup,1.0
E0000102,U00008,2026-02-11 00:06:12,tutorial_start,1.0
E0000103,U00008,2026-02-11 00:17:41,tutorial_complete,1.0
E0000104,U00008,2026-02-13 15:38:52,level_complete,1.0
E0000105,U00008,2026-02-15 09:09:19,level_complete,2.0
E0000106,U00008,2026-02-12 06:52:59,level_complete,3.0
E0000107,U00008,2026-02-12 14:40:14,level_complete,4.0
E0000108,U00008,2026-02-11 13:32:07,guild_join,1.0
E0000109,U00008,2026-02-13 17:38:25,share_invite,1.0
E0000110,U00009,2026-01-13 00:00:00,signup,1.0
E0000111,U00009,2026-01-13 00:05:10,tutorial_start,1.0
E0000112,U00009,2026-01-13 00:17:12,tutorial_complete,1.0
E0000113,U00009,2026-01-15 09:14:24,level_complete,1.0
E0000114,U00009,2026-01-14 04:56:10,quest_complete,1.0
E0000115,U00009,2026-01-16 13:40:27,marketplace_visit,1.0
E0000116,U00009,2026-01-17 03:44:28,marketplace_visit,1.0
E0000117,U00009,2026-01-15 13:05:31,wallet_connect,1.0
E0000118,U00009,2026-01-17 23:40:36,share_invite,1.0
E0000119,U00009,2026-01-31 10:49:59,item_purchase,7.05
E0000120,U00009,2026-02-11 14:52:14,item_purchase,5.5
E0000121,U00009,2026-01-16 19:18:03,item_purchase,4.21
E0000122,U00010,2026-01-06 00:00:00,signup,1.0
E0000123,U00010,2026-01-06 00:08:46,tutorial_start,1.0
E0000124,U00010,2026-01-06 00:25:04,tutorial_complete,1.0
E0000125,U00010,2026-01-09 20:20:56,level_complete,1.0
E0000126,U00010,2026-01-07 03:58:03,level_complete,2.0
E0000127,U00010,2026-01-08 21:26:35,level_complete,3.0
E0000128,U00010,2026-01-08 05:20:31,quest_complete,1.0
E0000129,U00010,2026-01-11 10:50:45,marketplace_visit,1.0
E0000130,U00010,2026-01-09 02:34:15,wallet_connect,1.0
E0000131,U00010,2026-01-09 19:22:25,share_invite,1.0
E0000132,U00010,2026-02-02 23:38:14,item_purchase,24.02
E0000133,U00010,2026-01-19 00:00:43,item_purchase,3.96
E0000134,U00011,2026-02-01 00:00:00,signup,1.0
E0000135,U00011,2026-02-01 00:06:47,tutorial_start,1.0
E0000136,U00011,2026-02-01 00:15:01,tutorial_complete,1.0
E0000137,U00011,2026-02-05 18:43:10,level_complete,1.0
E0000138,U00011,2026-02-01 04:55:39,level_complete,2.0
E0000139,U00011,2026-02-01 21:20:26,level_complete,3.0
E0000140,U00011,2026-02-03 05:38:53,level_complete,4.0
E0000141,U00011,2026-02-03 08:10:30,quest_complete,1.0
E0000142,U00011,2026-02-06 08:41:18,item_view,1.0
E0000143,U00011,2026-02-04 17:34:29,marketplace_visit,1.0
E0000144,U00011,2026-02-04 20:57:56,marketplace_visit,1.0
E0000145,U00011,2026-02-01 21:34:17,marketplace_visit,1.0
E0000146,U00011,2026-02-03 12:08:08,item_purchase,19.05
E0000147,U00011,2026-02-08 08:01:21,item_purchase,9.31
E0000148,U00011,2026-02-24 18:36:12,item_purchase,4.75
E0000149,U00012,2026-02-28 00:00:00,signup,1.0
E0000150,U00012,2026-02-28 00:06:38,tutorial_start,1.0
E0000151,U00012,2026-02-28 00:15:23,tutorial_complete,1.0
E0000152,U00012,2026-03-04 16:40:49,level_complete,1.0
E0000153,U00012,2026-02-28 07:10:35,quest_complete,1.0
E0000154,U00012,2026-03-05 07:57:00,marketplace_visit,1.0
E0000155,U00012,2026-03-04 16:25:17,marketplace_visit,1.0
E0000156,U00012,2026-02-28 14:10:13,marketplace_visit,1.0
E0000157,U00012,2026-03-04 00:08:46,wallet_connect,1.0
E0000158,U00012,2026-03-01 09:05:20,item_purchase,2.53
E0000159,U00012,2026-03-03 17:24:04,item_purchase,7.49
E0000160,U00012,2026-03-12 09:14:51,item_purchase,5.34
E0000161,U00012,2026-03-06 09:26:57,item_purchase,8.1
E0000162,U00012,2026-03-02 15:05:09,item_purchase,8.7
E0000163,U00013,2026-02-14 00:00:00,signup,1.0
E0000164,U00013,2026-02-14 00:06:21,tutorial_start,1.0
E0000165,U00013,2026-02-14 00:09:21,tutorial_complete,1.0
E0000166,U00013,2026-02-18 07:55:25,level_complete,1.0
E0000167,U00013,2026-02-17 11:51:39,level_complete,2.0
E0000168,U00013,2026-02-16 00:14:50,level_complete,3.0
E0000169,U00013,2026-02-14 10:46:31,level_complete,4.0
E0000170,U00013,2026-02-17 14:18:51,level_complete,5.0
E0000171,U00013,2026-02-14 10:44:09,quest_complete,1.0
E0000172,U00013,2026-02-18 01:54:46,item_view,1.0
E0000173,U00013,2026-02-15 11:42:28,item_view,1.0
E0000174,U00013,2026-02-14 04:48:35,item_view,1.0
E0000175,U00013,2026-02-17 20:44:24,item_view,1.0
E0000176,U00013,2026-03-09 15:17:38,item_purchase,26.21
E0000177,U00013,2026-02-16 23:53:54,item_purchase,10.68
E0000178,U00013,2026-03-13 16:57:18,item_purchase,10.41
E0000179,U00013,2026-02-27 08:24:45,item_purchase,19.61
E0000180,U00014,2026-02-15 00:00:00,signup,1.0
E0000181,U00014,2026-02-15 00:09:37,tutorial_start,1.0
E0000182,U00014,2026-02-15 00:14:47,tutorial_complete,1.0
E0000183,U00014,2026-02-16 08:42:26,level_complete,1.0
E0000184,U00014,2026-02-16 11:24:58,level_complete,2.0
E0000185,U00014,2026-02-18 10:50:35,level_complete,3.0
E0000186,U00014,2026-02-15 23:33:46,level_complete,4.0
E0000187,U00014,2026-02-16 13:22:31,quest_complete,1.0
E0000188,U00014,2026-02-18 13:19:55,guild_join,1.0
E0000189,U00014,2026-02-15 10:07:10,item_view,1.0
E0000190,U00014,2026-02-15 22:30:27,item_view,1.0
E0000191,U00014,2026-02-16 07:46:17,item_view,1.0
E0000192,U00014,2026-02-15 11:25:03,item_view,1.0
E0000193,U00014,2026-02-18 08:41:20,share_invite,1.0
E0000194,U00015,2026-02-13 00:00:00,signup,1.0
E0000195,U00015,2026-02-13 00:05:49,tutorial_start,1.0
E0000196,U00015,2026-02-16 18:59:55,marketplace_visit,1.0
E0000197,U00015,2026-02-17 18:11:42,marketplace_visit,1.0
E0000198,U00015,2026-02-17 21:25:42,marketplace_visit,1.0
E0000199,U00015,2026-02-13 18:18:30,share_invite,1.0
E0000200,U00015,2026-03-13 20:12:50,item_purchase,3.4
E0000201,U00015,2026-03-01 05:25:23,item_purchase,18.66
E0000202,U00015,2026-03-12 22:36:49,item_purchase,23.05
E0000203,U00016,2026-02-17 00:00:00,signup,1.0
E0000204,U00016,2026-02-17 00:09:47,tutorial_start,1.0
E0000205,U00016,2026-02-17 00:27:01,tutorial_complete,1.0
E0000206,U00016,2026-02-18 20:43:48,level_complete,1.0
E0000207,U00016,2026-02-18 22:13:37,level_complete,2.0
E0000208,U00016,2026-02-18 16:37:56,level_complete,3.0
E0000209,U00016,2026-02-20 05:29:36,marketplace_visit,1.0
E0000210,U00016,2026-02-17 20:48:05,marketplace_visit,1.0
E0000211,U00016,2026-02-19 12:16:09,marketplace_visit,1.0
E0000212,U00016,2026-02-17 01:19:02,share_invite,1.0
E0000213,U00017,2026-01-31 00:00:00,signup,1.0
E0000214,U00017,2026-01-31 00:01:11,tutorial_start,1.0
E0000215,U00017,2026-01-31 03:46:09,guild_join,1.0
E0000216,U00018,2026-01-08 00:00:00,signup,1.0
E0000217,U00018,2026-01-08 00:05:00,tutorial_start,1.0
E0000218,U00018,2026-01-08 00:21:32,tutorial_complete,1.0
E0000219,U00018,2026-01-08 23:43:56,level_complete,1.0
E0000220,U00018,2026-01-12 14:36:46,level_complete,2.0
E0000221,U00018,2026-01-11 16:57:05,level_complete,3.0
E0000222,U00018,2026-01-09 23:06:47,quest_complete,1.0
E0000223,U00019,2026-02-20 00:00:00,signup,1.0
E0000224,U00019,2026-02-20 00:02:19,tutorial_start,1.0
E0000225,U00019,2026-02-20 00:18:46,tutorial_complete,1.0
E0000226,U00019,2026-02-24 16:36:25,level_complete,1.0
E0000227,U00019,2026-02-21 03:42:59,level_complete,2.0
E0000228,U00019,2026-02-22 02:24:27,level_complete,3.0
E0000229,U00019,2026-02-20 03:06:08,level_complete,4.0
E0000230,U00019,2026-02-20 04:57:33,level_complete,5.0
E0000231,U00019,2026-02-24 09:57:14,level_complete,6.0
E0000232,U00019,2026-02-21 10:06:27,level_complete,7.0
E0000233,U00019,2026-02-21 11:12:55,quest_complete,1.0
E0000234,U00019,2026-02-25 11:42:09,item_view,1.0
E0000235,U00019,2026-02-24 15:44:10,item_view,1.0
E0000236,U00019,2026-02-24 15:37:35,item_view,1.0
E0000237,U00019,2026-02-20 01:07:09,marketplace_visit,1.0
E0000238,U00019,2026-02-22 09:41:20,marketplace_visit,1.0
E0000239,U00020,2026-01-28 00:00:00,signup,1.0
E0000240,U00020,2026-01-28 00:07:53,tutorial_start,1.0
E0000241,U00021,2026-01-31 00:00:00,signup,1.0
E0000242,U00021,2026-01-31 00:07:54,tutorial_start,1.0
E0000243,U00021,2026-02-01 08:22:35,item_view,1.0
E0000244,U00021,2026-02-05 16:56:08,item_view,1.0
E0000245,U00021,2026-02-03 00:33:46,marketplace_visit,1.0
E0000246,U00022,2026-01-23 00:00:00,signup,1.0
E0000247,U00022,2026-01-23 00:05:32,tutorial_start,1.0
E0000248,U00023,2026-01-11 00:00:00,signup,1.0
E0000249,U00023,2026-01-11 00:03:44,tutorial_start,1.0
E0000250,U00023,2026-01-11 00:21:08,tutorial_complete,1.0
E0000251,U00023,2026-01-12 09:41:38,level_complete,1.0
E0000252,U00023,2026-01-13 16:46:03,level_complete,2.0
E0000253,U00023,2026-01-11 11:24:16,level_complete,3.0
E0000254,U00023,2026-01-14 17:56:15,quest_complete,1.0
E0000255,U00023,2026-01-16 15:42:32,item_view,1.0
E0000256,U00023,2026-01-14 17:11:49,item_view,1.0
E0000257,U00023,2026-01-12 21:06:58,item_view,1.0
E0000258,U00023,2026-01-12 09:21:28,item_view,1.0
E0000259,U00023,2026-01-21 09:54:19,item_purchase,9.24
E0000260,U00023,2026-02-05 12:23:56,item_purchase,8.57
E0000261,U00023,2026-01-30 11:07:42,item_purchase,30.49
E0000262,U00023,2026-01-27 06:05:50,item_purchase,8.49
E0000263,U00023,2026-01-16 01:18:14,item_purchase,8.21
E0000264,U00024,2026-02-25 00:00:00,signup,1.0
E0000265,U00024,2026-02-25 00:03:14,tutorial_start,1.0
E0000266,U00024,2026-02-25 00:15:32,tutorial_complete,1.0
E0000267,U00024,2026-02-28 21:16:43,level_complete,1.0
E0000268,U00024,2026-03-01 17:14:59,level_complete,2.0
E0000269,U00024,2026-02-26 12:51:46,level_complete,3.0
E0000270,U00024,2026-02-28 12:35:10,level_complete,4.0
E0000271,U00024,2026-03-01 07:17:35,level_complete,5.0
E0000272,U00024,2026-02-28 02:26:04,level_complete,6.0
E0000273,U00024,2026-03-01 00:03:11,quest_complete,1.0
E0000274,U00024,2026-02-26 23:56:42,wallet_connect,1.0
E0000275,U00024,2026-02-25 05:08:23,share_invite,1.0
E0000276,U00025,2026-02-16 00:00:00,signup,1.0
E0000277,U00025,2026-02-19 04:10:24,item_view,1.0
E0000278,U00025,2026-02-18 19:29:44,item_view,1.0
E0000279,U00025,2026-02-19 06:09:10,item_view,1.0
E0000280,U00025,2026-02-21 04:57:27,item_view,1.0
E0000281,U00026,2026-02-08 00:00:00,signup,1.0
E0000282,U00026,2026-02-08 00:06:56,tutorial_start,1.0
E0000283,U00026,2026-02-08 15:35:23,guild_join,1.0
E0000284,U00026,2026-02-11 09:44:42,item_view,1.0
E0000285,U00026,2026-02-11 09:10:12,marketplace_visit,1.0
E0000286,U00026,2026-02-13 04:38:03,marketplace_visit,1.0
E0000287,U00026,2026-02-10 12:42:00,share_invite,1.0
E0000288,U00026,2026-02-28 03:06:43,item_purchase,6.35
E0000289,U00027,2026-01-25 00:00:00,signup,1.0
E0000290,U00027,2026-01-25 00:05:35,tutorial_start,1.0
E0000291,U00027,2026-01-25 00:22:14,tutorial_complete,1.0
E0000292,U00027,2026-01-29 10:35:44,level_complete,1.0
E0000293,U00027,2026-01-28 10:06:55,level_complete,2.0
E0000294,U00027,2026-01-28 00:08:37,level_complete,3.0
E0000295,U00027,2026-01-26 08:17:55,level_complete,4.0
E0000296,U00027,2026-01-26 05:49:00,quest_complete,1.0
E0000297,U00027,2026-02-09 02:56:05,item_purchase,8.36
E0000298,U00027,2026-02-14 00:20:02,item_purchase,20.47
E0000299,U00027,2026-02-23 01:45:30,item_purchase,8.52
E0000300,U00028,2026-02-19 00:00:00,signup,1.0
E0000301,U00028,2026-02-19 00:01:06,tutorial_start,1.0
E0000302,U00028,2026-02-19 00:13:15,tutorial_complete,1.0
E0000303,U00028,2026-02-20 17:47:49,level_complete,1.0
E0000304,U00028,2026-02-22 07:39:11,level_complete,2.0
E0000305,U00028,2026-02-22 00:36:23,level_complete,3.0
E0000306,U00028,2026-02-22 08:32:42,quest_complete,1.0
E0000307,U00028,2026-02-20 19:33:18,item_view,1.0
E0000308,U00028,2026-02-21 13:45:15,item_view,1.0
E0000309,U00028,2026-02-23 17:52:20,item_view,1.0
E0000310,U00028,2026-02-22 03:14:37,marketplace_visit,1.0
E0000311,U00028,2026-02-20 12:30:38,share_invite,1.0
E0000312,U00028,2026-02-21 06:24:00,item_purchase,4.37
E0000313,U00028,2026-03-07 00:23:06,item_purchase,21.06
E0000314,U00028,2026-02-20 20:16:43,item_purchase,5.68
E0000315,U00028,2026-02-28 02:05:27,item_purchase,5.65
E0000316,U00029,2026-02-02 00:00:00,signup,1.0
E0000317,U00029,2026-02-02 00:05:40,tutorial_start,1.0
E0000318,U00029,2026-02-02 00:08:42,tutorial_complete,1.0
E0000319,U00029,2026-02-05 02:34:06,level_complete,1.0
E0000320,U00029,2026-02-04 04:19:12,level_complete,2.0
E0000321,U00029,2026-02-02 03:06:56,item_view,1.0
E0000322,U00029,2026-02-02 15:23:45,item_view,1.0
E0000323,U00029,2026-02-06 00:34:42,wallet_connect,1.0
E0000324,U00030,2026-01-27 00:00:00,signup,1.0
E0000325,U00030,2026-01-27 00:01:24,tutorial_start,1.0
E0000326,U00030,2026-01-27 00:10:06,tutorial_complete,1.0
E0000327,U00030,2026-01-27 12:50:27,level_complete,1.0
E0000328,U00030,2026-01-27 12:05:06,level_complete,2.0
E0000329,U00030,2026-01-29 06:53:31,quest_complete,1.0
E0000330,U00030,2026-01-30 23:10:18,guild_join,1.0
E0000331,U00030,2026-01-29 20:38:09,item_view,1.0
E0000332,U00030,2026-01-29 16:23:12,marketplace_visit,1.0
E0000333,U00030,2026-01-27 05:01:54,share_invite,1.0
E0000334,U00030,2026-02-13 20:29:03,item_purchase,17.36
E0000335,U00031,2026-01-28 00:00:00,signup,1.0
E0000336,U00031,2026-01-28 00:02:55,tutorial_start,1.0
E0000337,U00031,2026-01-28 00:15:58,tutorial_complete,1.0
E0000338,U00031,2026-01-31 11:47:55,level_complete,1.0
E0000339,U00031,2026-01-30 05:27:19,level_complete,2.0
E0000340,U00031,2026-02-01 20:09:43,level_complete,3.0
E0000341,U00031,2026-02-01 00:24:41,level_complete,4.0
E0000342,U00031,2026-01-31 11:04:17,level_complete,5.0
E0000343,U00031,2026-01-29 10:22:23,level_complete,6.0
E0000344,U00031,2026-01-29 19:56:30,level_complete,7.0
E0000345,U00031,2026-01-29 14:29:08,level_complete,8.0
E0000346,U00031,2026-01-28 05:18:53,guild_join,1.0
E0000347,U00031,2026-01-31 00:50:03,item_view,1.0
E0000348,U00031,2026-01-29 00:39:31,item_view,1.0
E0000349,U00031,2026-02-01 07:10:45,marketplace_visit,1.0
E0000350,U00031,2026-01-31 06:38:07,marketplace_visit,1.0
E0000351,U00031,2026-02-01 10:47:17,marketplace_visit,1.0
E0000352,U00031,2026-01-30 16:52:55,wallet_connect,1.0
E0000353,U00031,2026-02-22 09:25:10,item_purchase,20.57
E0000354,U00031,2026-01-29 15:35:43,item_purchase,17.31
E0000355,U00032,2026-01-14 00:00:00,signup,1.0
E0000356,U00032,2026-01-14 00:02:05,tutorial_start,1.0
E0000357,U00032,2026-01-14 00:18:04,tutorial_complete,1.0
E0000358,U00032,2026-01-14 13:07:32,quest_complete,1.0
E0000359,U00032,2026-01-16 22:04:06,guild_join,1.0
E0000360,U00032,2026-01-19 03:10:57,item_view,1.0
E0000361,U00032,2026-01-18 08:01:01,item_view,1.0
E0000362,U00032,2026-01-14 18:22:45,item_view,1.0
E0000363,U00032,2026-01-14 05:07:53,item_view,1.0
E0000364,U00032,2026-01-17 22:50:34,wallet_connect,1.0
E0000365,U00032,2026-01-14 19:48:08,item_purchase,4.97
E0000366,U00032,2026-01-31 11:42:22,item_purchase,18.39
E0000367,U00033,2026-01-06 00:00:00,signup,1.0
E0000368,U00033,2026-01-07 15:34:06,guild_join,1.0
E0000369,U00033,2026-01-10 02:57:52,item_view,1.0
E0000370,U00033,2026-01-06 04:12:58,wallet_connect,1.0
E0000371,U00033,2026-01-21 21:39:27,item_purchase,9.55
E0000372,U00033,2026-01-16 15:00:24,item_purchase,23.13
E0000373,U00033,2026-01-22 20:49:21,item_purchase,15.48
E0000374,U00034,2026-02-03 00:00:00,signup,1.0
E0000375,U00034,2026-02-03 00:08:08,tutorial_start,1.0
E0000376,U00034,2026-02-03 00:24:24,tutorial_complete,1.0
E0000377,U00034,2026-02-03 20:48:44,level_complete,1.0
E0000378,U00034,2026-02-07 11:19:41,level_complete,2.0
E0000379,U00034,2026-02-04 00:54:49,level_complete,3.0
E0000380,U00034,2026-02-14 13:17:00,item_purchase,7.64
E0000381,U00034,2026-02-19 18:39:07,item_purchase,20.8
E0000382,U00035,2026-02-23 00:00:00,signup,1.0
E0000383,U00035,2026-02-23 00:06:35,tutorial_start,1.0
E0000384,U00035,2026-02-23 00:17:25,tutorial_complete,1.0
E0000385,U00035,2026-02-25 10:25:29,level_complete,1.0
E0000386,U00035,2026-02-25 00:48:18,level_complete,2.0
E0000387,U00035,2026-02-26 11:20:58,level_complete,3.0
E0000388,U00035,2026-02-24 11:00:43,quest_complete,1.0
E0000389,U00035,2026-02-24 05:08:10,guild_join,1.0
E0000390,U00035,2026-02-23 20:09:17,item_view,1.0
E0000391,U00035,2026-02-24 03:00:13,item_view,1.0
E0000392,U00035,2026-02-25 16:26:01,item_view,1.0
E0000393,U00035,2026-02-26 19:19:00,item_view,1.0
E0000394,U00035,2026-02-26 12:22:14,wallet_connect,1.0
E0000395,U00035,2026-02-25 15:53:49,share_invite,1.0
E0000396,U00035,2026-03-03 05:30:49,item_purchase,7.26
E0000397,U00035,2026-03-08 02:36:32,item_purchase,18.87
E0000398,U00035,2026-03-12 19:18:16,item_purchase,5.46
E0000399,U00035,2026-03-22 19:10:27,item_purchase,7.37
E0000400,U00035,2026-03-07 13:30:55,item_purchase,5.94
E0000401,U00035,2026-03-05 04:18:37,item_purchase,3.04
E0000402,U00035,2026-03-17 17:56:14,item_purchase,7.23
E0000403,U00036,2026-01-04 00:00:00,signup,1.0
E0000404,U00036,2026-01-04 00:06:58,tutorial_start,1.0
E0000405,U00036,2026-01-07 00:43:54,guild_join,1.0
E0000406,U00036,2026-01-05 23:44:52,item_view,1.0
E0000407,U00036,2026-01-06 19:06:30,share_invite,1.0
E0000408,U00036,2026-01-10 13:39:24,item_purchase,8.83
E0000409,U00037,2026-02-21 00:00:00,signup,1.0
E0000410,U00037,2026-02-21 00:09:38,tutorial_start,1.0
E0000411,U00037,2026-02-21 00:16:49,tutorial_complete,1.0
E0000412,U00037,2026-02-23 07:11:23,level_complete,1.0
E0000413,U00037,2026-02-21 15:44:48,quest_complete,1.0
E0000414,U00037,2026-02-22 06:42:55,item_view,1.0
E0000415,U00037,2026-02-21 04:14:27,item_view,1.0
E0000416,U00037,2026-02-26 05:28:01,item_view,1.0
E0000417,U00037,2026-02-22 00:00:29,marketplace_visit,1.0
E0000418,U00037,2026-02-23 20:37:38,wallet_connect,1.0
E0000419,U00037,2026-02-22 12:37:05,share_invite,1.0
E0000420,U00037,2026-02-24 02:10:49,item_purchase,14.81
E0000421,U00037,2026-03-15 04:17:41,item_purchase,17.17
E0000422,U00037,2026-02-24 22:09:57,item_purchase,4.8
E0000423,U00038,2026-02-19 00:00:00,signup,1.0
E0000424,U00038,2026-02-19 00:05:20,tutorial_start,1.0
E0000425,U00038,2026-02-22 22:06:10,guild_join,1.0
E0000426,U00038,2026-02-23 20:15:57,item_view,1.0
E0000427,U00038,2026-02-21 04:28:19,marketplace_visit,1.0
E0000428,U00038,2026-02-23 01:39:21,marketplace_visit,1.0
E0000429,U00038,2026-02-21 13:28:25,wallet_connect,1.0
E0000430,U00039,2026-01-17 00:00:00,signup,1.0
E0000431,U00039,2026-01-17 00:09:36,tutorial_start,1.0
E0000432,U00039,2026-01-17 00:26:07,tutorial_complete,1.0
E0000433,U00039,2026-01-20 12:42:49,level_complete,1.0
E0000434,U00039,2026-01-19 09:47:55,level_complete,2.0
E0000435,U00039,2026-01-19 09:43:31,level_complete,3.0
E0000436,U00039,2026-01-20 14:05:11,level_complete,4.0
E0000437,U00039,2026-01-20 10:58:56,level_complete,5.0
E0000438,U00039,2026-01-22 02:58:32,item_view,1.0
E0000439,U00039,2026-01-20 23:37:40,item_view,1.0
E0000440,U00039,2026-01-17 14:43:36,item_view,1.0
E0000441,U00039,2026-01-19 15:23:11,wallet_connect,1.0
